,address,advantage,city,company_name,education,industry,industrylabels,label,position_detail,position_name,salary,size,stage,work_year
19,,"弹性工程,发展空间,五险一金",上海,上海众言网络科技有限公司,本科,移动互联网,[],"['技能培训', '节日礼物', '年底双薪', '绩效奖金']","
职位描述：

【岗位职责】
通过机器学习、深度学习等技术，解决推荐系统、反作弊等相关问题。
【任职要求】
1、 计算机及相关专业硕士及以上学历；
2、 熟练掌握Java(或Scala)，熟悉Python；
3、 较强的工程能力，两年以上机器学习相关工作经验；
4.、对机器学习、深度学习理解透彻，熟悉常用的模型；
5、对数据敏感，分析数据、抽象问题、理解并解决问题，对使用机器学习解决实际问题有极强的热情；?
7、优秀的沟通与表达能力及较强的自我驱动能力；
8、有广告行业经验、搭建过大型推荐系统、对PredictionIO有实际经验的优先

",机器学习工程师,15k-30k,150-500人,B轮,1-3年
20,['西兴'],"股权激励,硅谷团队,前沿技术,双休",杭州,浙江天垂科技有限公司,硕士,"数据服务,企业服务",[],"['全新MAC', '24+显示器', '硅谷工作机会', '股票期权']","
职位描述：


负责Predictive Maintenance产品的算法开发，参与智能工业物联网平台建设
选择适合的机器学习算法、AI算法、特别是深度学习算法解决实际问题
配合工程师将算法集成到软件产品中，并为客户带来价值


任职要求：

计算机、数学、统计、化工、机械等相关专业硕士，博士优先
强大的数学知识背景（线性代数，微积分，概率统计）
有机器学习实战经验（如regression analysis, time series, probabilistic models, supervised classification and unsupervised learning等）
有深度学习经验 （DNN)
有MapReduce、Streaming经验
擅长Python或者R语言
善于沟通，并可以独立思考完成任务的能力


加分项：

国内外一流学校毕业
有JAVA或Scala经验
化工或者机械等相关专业背景
在Github上有上传代码或demo


",数据科学家/机器学习工程师,25k-50k,15-50人,天使轮,1-3年
21,,"快速成长,待遇丰厚,团队优秀",深圳,深圳无觅科技有限公司,本科,"移动互联网,金融",[],"['高速增长', '股票期权', '小而精', '扁平管理']","
职位描述：

岗位描述:
1.负责模型的优化和上线，监控模型关键指标，发现和优化模型存在问题。
2.程序性能优化，提升CPU/GPU利用率，以及深度学习分布式计算的框架搭建优化工作。
3.移动端性能优化

岗位要求:
1.熟练掌握深度学习各项技能，CNN，LSTM，Attention等
2.熟悉各种深度学习框架，keras, pytorch, tensorflow,有实际应用的优先
3.熟悉自然语言处理，文本挖掘，topic model等，对其中某方面核心算法理解透彻，有实际建模经验者或者并行化经验者优先；
4.熟悉python、Java等编程语言

",机器学习工程师,25k-50k,150-500人,B轮,3-5年
22,['东四'],"行业领导者,弹性工作制,午餐和零食,周五7小时",北京,中诚信征信有限公司,本科,"数据服务,人工智能","['大数据', '征信', '算法']",[],"
职位描述：

岗位职责：
1）负责信贷业务数据处理、变量加工和建模等工作；
2）负责机器学习、深度学习领域的算法模型研究工作；
3）负责机器学习平台项目的技术研发，根据业务需求对相关工具、算法进行稳定性和性能优化。?
?
任职要求：
1）985硕士及以上学历，数学、统计、计算机等相关专业均可，理论基础好；；
2）熟悉常用的机器学习算法，如随机森林，GBDT，聚类等；
3）熟练掌握python编程语言，代码能力强，熟悉Java者优先录用；；
4）熟悉Hive、HBase、Storm、Spark等开源平台，有丰富的工程项目经验；
5. 熟悉神经网络、深度学习，有相关工作经验者优先。

公司简介：（?http://www.ccxcredit.com.cn/）?
? ? 中诚信征信有限公司（简称“中诚信征信”）隶属于中诚信集团。在企业征信、个人征信、商业信息服务、市场调研咨询等领域，拥有十余年的丰富经验。公司始终坚守中立、客观、公正的理念，秉持专业、诚信、严谨的操守，做市场认可的独立第三方征信机构。? ? 中诚信征信于?2014?年?6?月，率先获得全国企业征信业务经营备案资质，并于?2015?年?1?月，成为首批获准开展个人征信业务准备工作的独立第三方征信机构。作为第一批央行获得批准开展个人征信准备工作的民间征信机构，中诚信征信在商业利益驱动以外，希望能通过市场化行为和生活化应用让更多的人更好的了解个人信用的价值，促进我国社会化信用体系建设良性发展。
我们的优势?
?底蕴：隶属于中国最大的信用管理集团--中国诚信集团。
?资质：中国第一张企业征信牌照、首批个人征信准备工作牌照。
?专业：十余年征信行业领导者，持续专注于征信技术的研发。
?客观：坚持独立第三方定位，秉持客观中立原则。
?全面：线上与线下征信相结合，涵盖标准化与定制化服务。
?创新：中国首批互联网大数据征信的践行者。
我们的福利：
? ? 我们不仅为员工提供优厚的福利保障，还致力于打造轻松、愉快的团队环境：
――按国家标准缴纳社保、公积金；
――年度14-15薪；
――扁平化管理，平易近人的领导团队；
――丰富的内、外部培训分享平台；
――每周五4点半下班，开启各类丰富有趣的团建活动；
――弹性的工作时间；
――免费午餐，更有多重美味的零食供以选择；
――位于东二环环境优美的独立四合院，紧邻地铁5、6号线东四站。

",机器学习工程师,20k-35k,150-500人,不需要融资,1-3年
23,,"大牛,人性化管理,靠谱团队,技术氛围好",杭州,北京深睿博联科技有限责任公司,硕士,"移动互联网,医疗健康","['医疗健康', 'NLP', '计算机视觉', '图像处理']","['股票期权', '年底双薪', '定期体检', '弹性工作']",null,深度/机器学习实习生,10k-20k,150-500人,B轮,不限
24,,发展空间,上海,上海基分文化传播有限公司,本科,移动互联网,[],"['专项奖金', '带薪年假', '弹性工作', '管理规范']","
职位描述：

1、从事机器学习算法的研究与分布式开发；
2、 将算法应用到海量数据处理中，解决项目的机器学习问题，比如用户行为预测等；
3、利用机器学习从海量异构数据中进行有价值信息的挖掘和整合。
[岗位要求]
1、计算机、数学相关专业本科以上学位 ；
2、了解机器学习的基本算法模型，了解机器学习问题求解方法 ；
3、能够使用一种编程语言实现各种算法；
4、有使用tensorflow实现机器学习算法经验者优先；
5、良好的算法基础，有相关竞赛经历者优先；
6、能够阅读英文技术文档及论文，具有良好的自学能力。

",机器学习工程师,20k-40k,500-2000人,上市公司,3-5年
25,,"新零售,平台大,技术氛围好,大牛多",武汉,武汉今天梦想商贸有限公司,本科,生活服务,[],"['绩效奖金', '带薪年假', '缴纳社保', '员工旅游']","
职位描述：

岗位职责：1.负责从事机器学习框架搭建，建立较完整的机器学习系统流程；2.结合实际应用场景，提供技术解决方案；3.结合实际应用场景抽取数据样本、特征处理、训练和预测以及回收并评估预测效果；任职要求：1、本科及以上学历，计算机或者数学等相关专业学历，在机器学习，数据挖掘，统计学理论等领域有一定积累。学习能力较强；1、熟练掌握常用的大数据分析方法；2、熟练使用SQL；熟练使用一种或多种通用编程语言，包括但不限于：Java 或 Python；3、有扎实的代码功底，有较大型项目系统设计经验和研发经验；4、熟悉大数据分析平台Hadoop、Spark、Hive、HBase等基本原理，有实际的项目开发和应用经验；5、熟练掌握机器学习和模式识别（包括但不限于随机森林、GBDT、SVM、LR等）的算法原理和基础理论，并有实际项目的模型开发、应用和优化经验；6、熟练掌握常用机器学习库 如scikit-learn ，以及常用的机器学习框架如 spark mllib、xgboost等。

",机器学习/数据挖掘研发工程师,15k-30k,500-2000人,B轮,3-5年
26,,"技术牛人多,薪酬福利高,上升空间大",北京,北京闪银奇异科技有限公司,硕士,"移动互联网,金融",[],"['13~15薪', '晋升空间大', '定期体检', '能力定薪']","
职位描述：

岗位职责：
1. 通过海量数据挖掘、机器学习等方法，构建风险控制、还款能力评估、用户画像、个性化推荐等系统；
2. 深入分析现有算法，了解业务需求，给出有效的优化解决方案；
3. 参与/负责研发人工智能的数据抓取、机器学习的自动化信息以及特征提取系统；
4. 对业界的机器学习算法和应用有广泛了解并且能够跟踪最新进展。
?
任职要求：
1. 统招本科以上学历，研究生优先，计算机、统计学、应用数学、金融等相关专业背景优先；
2. 三年以上实际项目开发实施经验，有对复杂算法系统的分析、设计和优化能力；
3. 有机器学习、数据挖掘等相关项目实际经验，理解搜索/推荐系统/用户数据分析和建模的基本概念和常用方法，具备真实环境大数据集下的数据挖掘/机器学习实战经验者优先；
4. 熟悉Python/ R /Java/Scala中的一种或多种编程语言，对数据结构和算法设计有较为深刻的理解；
5. 熟悉MySQL，redis，MongoDB等数据库，了解最新数据库发展趋势；
6. 对数据敏感，具备良好的逻辑思维能力、数学建模能力、问题抽象能力，以结果为导向；
7. 有良好的沟通能力者、优秀的解决问题能力者优先

",高级机器学习,30k-50k,500-2000人,D轮及以上,3-5年
27,"['复旦大学', '五角场']","AI,机器学习",上海,杭州睿拓智能科技有限公司,硕士,人工智能,"['其他', '数据挖掘', '算法']","['弹性工作', '节日礼物', '五险一金', '交通补助']","
职位描述：

1. 利用机器学习/深度学习的技术进行前沿人工智能技术研发；
2. 熟练掌握机器学习/深度学习等相关知识，并能够将其应用于特定产品中；
3. 确定、选择机器学习算法解决实际问题的思路，方法；
4. 实现机器学习算法和技术解决实际问题。
职位要求：
1. 计算机、数学、统计相关专业，硕士及以上学历，三年及以上数据挖掘、机器学习相关经验
2. 熟练掌握至少一门编程语言，例如Python、Java、R等
3. 能够熟练的使用Caffe、Tensorflow、Theano、Torch等任一种主流的深度学习框架
4. 对NLP、机器视觉、语音识别等相关领域熟悉并且精通其中一个方向；
5. 编码和团队协作能力强，能够独立支撑一个研究方向，勇于挑战和创新，工作主动性强
6. 符合以下条件者优先考虑：博士学位，且在CVPR, ECCV, NIPS等计算机视觉顶级会议上发表过论文

",机器学习工程师,20k-35k,15-50人,B轮,不限
28,,"技术大牛,人工智能,机器学习,大数据",北京,乐元素科技（北京）股份有限公司,硕士,"移动互联网,游戏",[],"['技能培训', '领导好', '节日礼物']","
职位描述：

Responsibilities:
Build, maintain, and improve efficiency and reliable data mining and machine learning models.
Work closely with researchers in designing and implementing and tuning machine learning models, and provide performance feedback of machine learning models.
Work closely with data engineers to adapt and improve data pipelines for production models.
Work closely with software engineers in putting models into production (interface, SLA, scalability)
Qualifications
Ms in Computer Science with 2+ years of industry experience or PhD with 1+ years of industry experience
Expert in Python, and computation graph toolkits (e.g., Scikit-learn, Tensorflow). Solid experience with Python packages such as Numpy, Panda, and Scikit-learn.
Expert/Master in common families of machine learning models, feature engineering, feature selection techniques, and tuning of machine learning models
Master with SQL or other relational database.
Master in building and productionizing end-to-end machine learning systems
Knowledge and experience in cloud computing is a plus.

",机器学习工程师,50k-70k,500-2000人,不需要融资,3-5年
29,"['打浦桥', '鲁班路']",弹性工作时间，扁平化管理,上海,上海阿牛信息科技有限公司,本科,"金融,移动互联网",[],"['技能培训', '节日礼物', '岗位晋升', '年度旅游']","
职位描述：

团队描述 作为华尔街见闻（以下简称见闻）机器学习团队的成员，我们将经典机器学习、NLP、深度学习等技术应用于各类 财经数据，打造丰富的数据产品同时服务于见闻内部团队及终端用户。我们致力于更好地理解数据并将其价值辐射 至见闻的各个方面，与见闻的内容、产品、业务研发、SRE、爬虫团队密切合作，助力见闻在财经领域数据的积累 以及数据能力的进化。

职位描述 ：
1、利用各类 NLP 算法解决财经领域的文本理解、实体抽取及关联等问题。?
2、编写模型代码、自动化模型的训练部署流程。?
3、深入了解具体需求，选择合适（并不一定是最先进）的算法／流程，按时将其实现并交付。
4、和见闻内容团队合作，完善文本内容的结构化数据，智能化处理内容数据，实时文本聚类。?
5、和见闻产品团队、业务研发团队合作，打造个性化的推荐服务以及各类财经数据服务，并建立完善的用户数据收集 和分析机制。?

能力要求：
1、CS 相关专业本科及以上学历。?
2、熟悉常见的 NLP、机器学习算法。?
3、熟练掌握 Java、Scala、Python 其中至少一门语言（实际工作中往往会穿插使用），并有良好的代码习惯。 掌握基本的 SQL 技能。?
4、掌握基本的 web 相关开发技能（实际工作中主要是编写服务接口）。?
5、有实际 NLP 相关项目经验优先。?
6、有 Tensorflow、Torch 等深度学习框架经验优先。?
7、有大数据处理框架或工具如 Spark、Hive、Yarn 等经验优先。?
8、具有强烈的自主学习欲望同时积极与团队其它成员探讨问题。?
9、善于与不同团队沟通、合作。

",数据科学/NLP/机器学习工程师,10k-20k,150-500人,B轮,1-3年
30,"['浦沿', '江南']","AI,机器学习,算法",杭州,杭州睿拓智能科技有限公司,硕士,人工智能,"['其他', '算法', 'Scala']","['弹性工作', '节日礼物', '五险一金', '交通补助']","
职位描述：

1.负责机器学习AI云平台开发;
2.负责算法的设计和优化, 机器学习Pipeline和Model实现;
3.负责根据项目和产品特点需求，提高并行性能;
职位要求：
1.熟悉Python, Sklearn, Numpy, Pandas, Spark MLlib, Hadoop;
2.熟悉Classification, Regression的各种算法;?
3.熟悉Scala, Java, C, C++, 分布式计算, H20架构优先；
4.具有数据分析, ETL, Feature Engineering经验, 了解Deep learning: Tensorflow, Theano经验者优先;
5.对新技术钻研有强烈兴趣，有良好的学习能力和强烈的进取心及创新精神。

",机器学习工程师,20k-35k,15-50人,B轮,1-3年
31,['东四'],"行业领导者,弹性工作制,午餐和零食,周五7小时",北京,中诚信征信有限公司,本科,"数据服务,人工智能","['大数据', '征信', '算法', '数据分析']",[],"
职位描述：

岗位职责：
1）负责信贷业务数据处理、变量加工和建模等工作；
2）负责机器学习、深度学习领域的算法模型研究工作；
3）负责机器学习平台项目的技术研发，根据业务需求对相关工具、算法进行稳定性和性能优化。?
?
任职要求：
1）985硕士及以上学历，数学、统计、计算机等相关专业均可，理论基础好；；
2）熟悉常用的机器学习算法，如随机森林，GBDT，聚类等；
3）熟练掌握python编程语言，代码能力强，熟悉Java者优先录用；；
4）熟悉Hive、HBase、Storm、Spark等开源平台，有丰富的工程项目经验；
5. 熟悉神经网络、深度学习，有相关工作经验者优先。

公司简介：（?http://www.ccxcredit.com.cn/）?
? ? 中诚信征信有限公司（简称“中诚信征信”）隶属于中诚信集团。在企业征信、个人征信、商业信息服务、市场调研咨询等领域，拥有十余年的丰富经验。公司始终坚守中立、客观、公正的理念，秉持专业、诚信、严谨的操守，做市场认可的独立第三方征信机构。? ? 中诚信征信于?2014?年?6?月，率先获得全国企业征信业务经营备案资质，并于?2015?年?1?月，成为首批获准开展个人征信业务准备工作的独立第三方征信机构。作为第一批央行获得批准开展个人征信准备工作的民间征信机构，中诚信征信在商业利益驱动以外，希望能通过市场化行为和生活化应用让更多的人更好的了解个人信用的价值，促进我国社会化信用体系建设良性发展。
我们的优势?
?底蕴：隶属于中国最大的信用管理集团--中国诚信集团。
?资质：中国第一张企业征信牌照、首批个人征信准备工作牌照。
?专业：十余年征信行业领导者，持续专注于征信技术的研发。
?客观：坚持独立第三方定位，秉持客观中立原则。
?全面：线上与线下征信相结合，涵盖标准化与定制化服务。
?创新：中国首批互联网大数据征信的践行者。
我们的福利：
? ? 我们不仅为员工提供优厚的福利保障，还致力于打造轻松、愉快的团队环境：
――按国家标准缴纳社保、公积金；
――年度14-15薪；
――扁平化管理，平易近人的领导团队；
――丰富的内、外部培训分享平台；
――每周五4点半下班，开启各类丰富有趣的团建活动；
――弹性的工作时间；
――免费午餐，更有多重美味的零食供以选择；
――位于东二环环境优美的独立四合院，紧邻地铁5、6号线东四站。

",机器学习研究员,15k-30k,150-500人,不需要融资,1-3年
32,"['西溪', '黄龙', '西湖']","大牛,人性化管理,靠谱团队,技术氛围好",杭州,北京深睿博联科技有限责任公司,硕士,"移动互联网,医疗健康","['医疗健康', 'NLP', '计算机视觉', '图像处理']","['股票期权', '年底双薪', '定期体检', '弹性工作']","
职位描述：

研究深度学习（包括各种神经网络结构与应用）或计算机视觉各个领域（目标检测识别等）中核心算法
将上述核心算法和模型应用到医疗领域的现实场景中，并针对应用场景进行优化和定制等
将算法高效地实现到多种不同平台和框架上，并基于对平台和框架的内部机制的理解，持续对算法和模型实现进行优化
支持公司在医疗领域相关应用产品的研究、开发、文档撰写工作；
岗位要求：
机器学习/模式识别及其他相关领域硕士及以上学历，在深度学习领域有较深的理论或实验室研究经验
良好的算法基础，扎实的编程功底，有较大型项目的开发经验
能够熟练使用OpenCV，精通C/C++，Python,golang等，熟悉Linux开发环境
善于解决和分析问题，富有想象力和学习能力，良好的团队合作精神，有创造性思维，有推进人工智能的理想和使命感。
有以下经验者优先：
具有常用的CNN/RNN模型之外深度学习相关经验，熟悉常用的深度学习软件（如caffe，pytorch等）
在相关方向知名国际会议发表过论文（如CVPR，ICCV，ECCV，NIPS，ICLR，TPAMI等）
参加过国际国内算法类竞赛，并取得一定名次者

",深度/机器学习研究员,20k-40k,150-500人,B轮,不限
33,,"薪资福利,成长空间,核心业务",北京,北京趣拿软件科技有限公司,硕士,移动互联网,"['金融', '算法']","['技能培训', '节日礼物', '带薪年假', '无息住房贷款']","
职位描述：

工作职责：1.开展机器学习/深度学习等相关领域研究和开发工作；2.负责搭建深度学习框架，解决金融方向相关的风控决策优化；3.跟踪及研究深度学习前沿技术。任职资格：1.计算机或数学专业研究生及以上学历，且有较好的数学/统计学基础；2.有较强的算法分析和实现能力，熟练掌握java/Python等编程语言，有Linux开发经验；3.熟悉通用机器学习算法，有丰富的利用机器学习算法解决实际业务问题的经验；4.熟悉至少一种DeepLearning训练工具(caffe/tensorflow/theano/keras/mxnet等)；5.熟悉深度学习不同架构的应用场景，了解训练过程中的trick；6.有kaggle等竞赛经历或ImageNet等大规模数据集经历优先

",机器学习-金融事业部,20k-40k,2000人以上,不需要融资,3-5年
34,,免费三餐，租房补贴，扁平管理，职业大牛,北京,北京字节跳动科技有限公司,硕士,"移动互联网,数据服务",[],"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']","
职位描述：

        职位职责：
1、人工智能、大规模分布式系统等领域开展前沿技术研究；
2、参与和推动技术落地到头条产品；
3、调研尝试人工智能技术为核心的新产品。

职位要求：
1、在以下领域之一有研究积累（作为主要作者发表过ICML, NIPS, ACL, CVPR, ICCV, ECCV等论文）：
 a) 机器学习：深度学习、大规模优化算法、统计概率模型、强化学习、推荐算法、高性能加速算法等 
 b) 计算机视觉：图像视频分类、视频内容分析、文字检测和识别、场景理解、人脸识别、物体追踪等
 c) 视频码率控制／视频质量增强，包括但不限于纹理增强／基于视觉模型优化有相关经验优先
2、算法与编程能力强，ACMICPC, NOI/IOI，Top coder，kaggle比赛获奖者优先；
3、能与团队融洽合作相处
        
",机器学习实习生-音视频,8k-10k,2000人以上,C轮,不限
35,,"五险一金,周末双休,年底奖金",北京,北京希瑞亚斯科技有限公司,本科,企业服务,[],"['节日礼物', '股票期权', '扁平管理', '领导好']","
职位描述：

Moka 是什么？

Moka 是一个智能化的招聘 CRM （?http://mokahr.com?），帮助公司管理并持续优化招聘，将招聘变成自身的竞争优势。我们相信：
・?????? 人才是公司最重要的资产，而招聘是打造优秀团队的重中之重。
・?????? 占据生命 1/3 时间的工作需要有好用高效的工具辅助，提高生产力。而老旧臃肿的企业软件必将被以用户为中心的新兴产品替代掉。
・?????? 未来的企业决策会越来越数据驱动，而企业服务则会更加注重数据以及智能化。
我们用短短 2 年的时间从 0 发展为 80余人的团队，并完成了来自金沙江、GGV、峰瑞等顶级VC的3轮融资，最重要的是产品上也收获了小米、金山云、快手、YY、陌陌、新东方、等数百家知名付费客户的支持。

Moka 的团队
创始团队来自硅谷，毕业于伯克利、斯坦福计算机专业，之前在 Facebook ， Turo ， SignalFx 等公司从事技术产品相关工作。团队成员来自百度、阿里、头条、搜狗、360、北大、清华、哈工大等地。
我们的特点
・?????? 认为 simplicity leads to reliable and maintainable software 。无论代码设计、技术选型、架构搭建上我们都崇尚简洁。
・?????? 技术氛围浓厚，鼓励大家分享学习。不定 topic 的技术分享，从前端框架到程序语言再到自动化测试都有涵盖。
・?????? 重视代码质量，相信软件开发不是 sprint 而是 marathon 。代码以 PR 方式提交，并会经过严格的 code review 。
・?????? 善于利用工具，不做重复性的工作。我们用 github 管理代码， bearychat沟通， jira做任务管理， sentry 做 bug 监控，jenkins做持续集成等等。

我们需要你：

负责业务数据的分析、理解和挖掘，驱动产品创新
根据业务场景建立模型，并利用NLP、机器学习等方法解决如命名实体识别、语义分析、匹配等实际问题


你最好具备~：

计算机或相关专业硕士及以上学历
丰富的中文NLP/NLU经验，丰富的机器学习经验（深度学习经验更佳）。主导过NLP项目（或参与过大型NLP项目）
熟练使用NLP/ML相关的开源工具和开发框架，如NLTK、stanfordNLP、TensorFlow、Theano、Caffe等
主人翁意识，以结果为导向。思路灵活，善于创新，不为固有方法所束缚。如寻找相关paper并快速验证效果、分析具体问题和数据来改进既有算法等
优秀的开发能力，能够独立从0搭建高质量的NLP项目


",自然语言处理/机器学习工程师,25k-50k,50-150人,B轮,3-5年
36,"['学院路', '五道口', '清河']","高薪,福利待遇优,人性化管理,前景广阔",北京,北京爱特曼科技有限公司,不限,"移动互联网,数据服务","['广告营销', '人工智能', '深度学习', 'NLP']","['年底双薪', '定期体检', '股票期权', '带薪年假']","
职位描述：

职责描述：
机器翻译相关算法的研发及现有机器翻译系统的持续优化
机器翻译离线数据处理及分析
任职要求：
1年以上NLP或机器学习相关科研或工作经验
扎实的编程和算法基础，熟练掌握至少一种编程语言（Python、C/C++、Java、C#等）
具备Linux平台下的开发能力
良好的数学基础和英文阅读能力
自我驱动力强
在机器翻译、Chatbot、QA、语音识别、搜索、广告、推荐等领域有实战经验者优先
具有BAT、微软等公司工作经验者优先

",机器学习工程师,18k-36k,15-50人,A轮,不限
37,"['东方路', '塘桥', '世纪公园']","周末双休,五险一金,带薪年假,节日福利",上海,上海你我贷互联网金融信息服务有限公司,本科,金融,[],"['年底双薪', '节日礼物', '技能培训', '绩效奖金']","
职位描述：

职位描述 ：
1.负责银行等金融机构的联合风控建模，包括大数据量的信贷数据的处理、清洗和挖掘，并持续迭代优化策略
2.大数据AI平台算法组件的开发与优化
3.追踪业内前沿技术，结合业务特点，探索将前沿的算法技术应用于实际业务，如自动机器学习、迁移学习、知识图谱等在金融领域的算法应用与研究。

任职资格：
全日制本科或以上学历，计算机、数学、经济学等相关专业；
有扎实的机器学习算法基础；
对新技术敏感，喜欢探索，有较强的创新意识与责任感；
熟悉SAS 、R、PYTHON、SQL、OFFICE等办公软件，有较强的数据分析能力、较强的逻辑思维和条理性；
有银行等金融机构建模工作经验者优先

",机器学习专家,25k-40k,2000人以上,未融资,3-5年
